,real_time,tcn,hybrid,bond_graph,y_cnnlstm,x
121,4.605982906,4.621978,4.592060791,4.57758707,4.576059,0.21697632
122,4.623076923,4.6191463,4.591090223,4.577501237,4.5762343,0.21711456
123,4.684615385,4.621877,4.591935775,4.577417096,4.57641,0.2172528
124,4.670940171,4.6233683,4.592378667,4.577334643,4.5765853,0.21739104
125,4.626495726,4.623084,4.59224281,4.577253875,4.576761,0.21752928
126,4.643589744,4.6201925,4.59125456,4.577174785,4.5769367,0.21766752
127,4.496581197,4.62054,4.591326976,4.577097372,4.577112,0.21780576
128,4.691452991,4.580065,4.578019153,4.57702163,4.5772877,0.217944
129,4.65042735,4.6231804,4.592113707,4.576947555,4.577463,0.21808224
130,4.575213675,4.620565,4.59121772,4.576875144,4.5776386,0.21822048
131,4.636752137,4.614043,4.589038265,4.576804392,4.577814,0.21835872
132,4.647008547,4.6235223,4.592117274,4.576735295,4.5779896,0.21849696
133,4.582051282,4.620293,4.591020856,4.576667849,4.578165,0.2186352
134,4.537606838,4.614436,4.589058777,4.576602051,4.5783405,0.21877344
135,4.554700855,4.613449,4.588699565,4.576537897,4.578516,0.21891168
136,4.64017094,4.6218452,4.59143481,4.576475381,4.5786915,0.21904992
137,4.670940171,4.6251073,4.592481082,4.576414502,4.578867,0.21918816
138,4.623076923,4.6217246,4.591335917,4.576355254,4.579043,0.2193264
139,4.667521368,4.620445,4.590885064,4.576297635,4.5792184,0.21946464
140,4.544444444,4.6221976,4.591437486,4.576241639,4.579394,0.21960288
141,4.544444444,4.614944,4.589011592,4.576187265,4.5795693,0.21974112
142,4.647008547,4.6178093,4.589934026,4.576134506,4.5797453,0.21987936
143,4.588888889,4.626051,4.59264033,4.576083361,4.5799212,0.2200176
144,4.65042735,4.6153398,4.589067012,4.576033825,4.580097,0.22015584
145,4.65042735,4.6230154,4.591590801,4.575985895,4.5802727,0.22029408
146,4.602564103,4.62022,4.590642419,4.575939566,4.5804486,0.22043232
147,4.61965812,4.61723,4.589629002,4.575894836,4.5806246,0.22057056
148,4.657264957,4.6225505,4.591378515,4.575851701,4.5808005,0.2207088
149,4.691452991,4.6217666,4.591100433,4.575810157,4.580976,0.22084704
150,4.62991453,4.6236157,4.591699671,4.5757702,4.5811515,0.22098528
151,4.534188034,4.621202,4.590880522,4.575731828,4.5813274,0.22112352
152,4.657264957,4.6094785,4.586957679,4.575695036,4.5815034,0.22126176
153,4.578632479,4.6271567,4.592839048,4.575659821,4.5816793,0.2214
154,4.554700855,4.6167026,4.589338113,4.57562618,4.581855,0.22153824
155,4.647008547,4.6207557,4.590679571,4.575594109,4.582031,0.22167648
156,4.558119658,4.6264033,4.592556766,4.575563605,4.5822067,0.22181472
157,4.660683761,4.618501,4.589905455,4.575534665,4.5823827,0.22195296
158,4.62991453,4.625648,4.59228835,4.575507284,4.582558,0.2220912
159,4.547863248,4.6209316,4.590702384,4.57548146,4.582735,0.22222944
160,4.715384615,4.6160436,4.589057873,4.57545719,4.582918,0.22236768
161,4.527350427,4.6281986,4.593127126,4.57543447,4.5831013,0.22250592
162,4.681196581,4.608114,4.586385154,4.575413296,4.583285,0.22264416
163,4.609401709,4.626601,4.59258583,4.575393666,4.583468,0.2227824
164,4.602564103,4.6179776,4.589687428,4.575375577,4.5836515,0.22292064
165,4.599145299,4.620532,4.590543927,4.575359024,4.583835,0.22305888
166,4.602564103,4.620877,4.590659216,4.575344006,4.5840187,0.22319712
167,4.636752137,4.621518,4.590875436,4.575330518,4.5842023,0.22333536
168,4.554700855,4.62482,4.59198895,4.575318558,4.5843854,0.2234736
169,4.664102564,4.6184335,4.589839937,4.575308122,4.5845695,0.22361184
170,4.664102564,4.626734,4.592641315,4.575299208,4.5847526,0.22375008
171,4.643589744,4.621263,4.590801073,4.575291812,4.5849366,0.22388832
172,4.61965812,4.621063,4.590738905,4.575285932,4.58512,0.22402656
173,4.657264957,4.6204906,4.590551657,4.575281563,4.585304,0.2241648
174,4.660683761,4.6233087,4.591511103,4.575278704,4.5854874,0.22430304
175,4.623076923,4.6215215,4.590915286,4.575277351,4.585671,0.22444128
176,4.62991453,4.6199245,4.590384081,4.575277502,4.5858545,0.22457952
177,4.582051282,4.6231394,4.591482214,4.575279152,4.5860405,0.22471776
178,4.647008547,4.6225567,4.59129616,4.5752823,4.586229,0.224856
179,4.660683761,4.626707,4.592715021,4.575286943,4.5864167,0.22499424
180,4.653846154,4.6223974,4.591267372,4.575293077,4.586605,0.22513248
181,4.684615385,4.6215253,4.590985421,4.575300699,4.586794,0.22527072
182,4.670940171,4.621934,4.591138909,4.575309808,4.5869823,0.22540896
183,4.694871795,4.622862,4.591469863,4.575320399,4.58717,0.2255472
184,4.688034188,4.6233215,4.59164293,4.575332471,4.5873585,0.22568544
185,4.568376068,4.6238623,4.591844667,4.575346019,4.5875473,0.22582368
186,4.537606838,4.6204977,4.590718745,4.575361043,4.5877357,0.22596192
187,4.612820513,4.612245,4.587928443,4.575377538,4.5879245,0.22610016
188,4.647008547,4.630154,4.594047089,4.575395503,4.588113,0.2262384
189,4.541025641,4.62506,4.592333803,4.575414933,4.588301,0.22637664
190,4.612820513,4.611983,4.587897486,4.575435828,4.5884895,0.22651488
191,4.657264957,4.630604,4.5942714,4.575458183,4.588678,0.22665312
192,4.582051282,4.6248574,4.592335477,4.575481997,4.588866,0.22679136
193,4.544444444,4.6246004,4.592273089,4.575507266,4.589055,0.2269296
194,4.698290598,4.616266,4.589451486,4.575533989,4.589244,0.22706784
195,4.688034188,4.626473,4.592966581,4.575562162,4.5894322,0.22720608
196,4.657264957,4.624281,4.59224517,4.575591782,4.58962,0.22734432
197,4.588888889,4.622291,4.59159308,4.575622848,4.5898085,0.22748256
198,4.544444444,4.6253858,4.592682019,4.575655357,4.5899973,0.2276208
199,4.588888889,4.615956,4.595693122,4.575689306,4.5901856,0.22775904
200,4.729059829,4.6315722,4.595709753,4.575724693,4.590374,0.22789728
201,4.588888889,4.629125,4.585124838,4.575761515,4.5905623,0.22803552
202,4.681196581,4.6258717,4.586613156,4.57579977,4.5907507,0.22817376
203,4.670940171,4.625742,4.590434185,4.575839455,4.590939,0.228312
204,4.561538462,4.6231527,4.584937147,4.575880567,4.5911274,0.22845024
205,4.599145299,4.6183043,4.583218141,4.575923105,4.5913157,0.22858848
206,4.578632479,4.632017,4.587196432,4.575967067,4.591504,0.22872672
207,4.599145299,4.6274815,4.598571675,4.576012448,4.5916924,0.22886496
208,4.657264957,4.6317225,4.602474632,4.576059248,4.5918813,0.2290032
209,4.664102564,4.629238,4.599486574,4.576107464,4.5920696,0.22914144
210,4.609401709,4.625129,4.590345374,4.576157093,4.5922585,0.22927968
211,4.578632479,4.6273804,4.590863777,4.576208134,4.5924606,0.22941792
212,4.677777778,4.627077,4.593611921,4.576260583,4.592663,0.22955616
213,4.554700855,4.627922,4.589642031,4.57631444,4.592865,0.2296944
214,4.547863248,4.6172543,4.587467573,4.5763697,4.593067,0.22983264
215,4.694871795,4.619163,4.595676139,4.576426363,4.5932703,0.22997088
216,4.605982906,4.627544,4.607314247,4.576484425,4.593473,0.23010912
217,4.541025641,4.627658,4.60887034,4.576543885,4.5936756,0.23024736
218,4.592307692,4.6126375,4.594474352,4.576604741,4.5938783,0.2303856
219,4.643589744,4.6359677,4.591338562,4.57666699,4.5940814,0.23052384
220,4.626495726,4.6343307,4.594627061,4.57673063,4.594283,0.23066208
221,4.582051282,4.6302004,4.606584693,4.576795659,4.594484,0.23080032
222,4.605982906,4.627751,4.593894303,4.576862074,4.594683,0.23093856
223,4.718803419,4.635295,4.600749733,4.576929875,4.5948815,0.2310768
224,4.660683761,4.626589,4.599651733,4.576999058,4.595086,0.23121504
225,4.551282051,4.6293826,4.590143526,4.577069621,4.5952926,0.23135328
226,4.599145299,4.616702,4.588149364,4.577141563,4.5954986,0.23149152
227,4.578632479,4.637364,4.593785418,4.577214881,4.5957046,0.23162976
228,4.715384615,4.6279655,4.590972661,4.577289574,4.595911,0.231768
229,4.578632479,4.626982,4.59750855,4.577365639,4.596117,0.23190624
230,4.609401709,4.623595,4.602764794,4.577443074,4.596327,0.23204448
231,4.599145299,4.637436,4.604642364,4.577521878,4.596546,0.23218272
232,4.599145299,4.6357865,4.60123587,4.577602048,4.596765,0.23232096
233,4.551282051,4.6365385,4.60128097,4.577683582,4.596985,0.2324592
234,4.582051282,4.6188474,4.590072307,4.577766479,4.5972037,0.23259744
235,4.65042735,4.63184,4.592495874,4.577850736,4.5974236,0.23273568
236,4.684615385,4.6389503,4.608632598,4.577936352,4.5976434,0.23287392
237,4.691452991,4.628931,4.607240675,4.578023325,4.597863,0.23301216
238,4.609401709,4.628508,4.600374733,4.578111652,4.598083,0.2331504
239,4.592307692,4.6318507,4.591648133,4.578201332,4.598303,0.23328864
240,4.588888889,4.633,4.587709131,4.578292364,4.598523,0.23342688
241,4.62991453,4.632563,4.587710427,4.578384745,4.5987434,0.23356512
242,4.698290598,4.638062,4.594085329,4.578478473,4.5989633,0.23370336
243,4.708547009,4.629306,4.600940932,4.578573547,4.599183,0.2338416
244,4.554700855,4.6286573,4.602306102,4.578669964,4.5994034,0.23397984
245,4.592307692,4.616248,4.59172562,4.578767724,4.599623,0.23411808
246,4.558119658,4.6360126,4.591904888,4.578866824,4.5998435,0.23425632
247,4.657264957,4.621224,4.592332142,4.578967262,4.600064,0.23439456
248,4.636752137,4.643506,4.598015913,4.579069038,4.6002836,0.2345328
249,4.537606838,4.636073,4.589913212,4.579172148,4.6005034,0.23467104
250,4.616239316,4.6072707,4.585349538,4.579276592,4.6007233,0.23480928
251,4.612820513,4.6443815,4.590570624,4.579382368,4.6009436,0.23494752
252,4.61965812,4.6397414,4.589860596,4.579489473,4.601164,0.23508576
253,4.626495726,4.639636,4.592035148,4.579597907,4.601384,0.235224
254,4.694871795,4.6388745,4.59883143,4.579707668,4.601604,0.23536224
255,4.571794872,4.6326475,4.605321195,4.579818754,4.601824,0.23550048
256,4.568376068,4.621271,4.595420711,4.579931163,4.602044,0.23563872
257,4.530769231,4.625324,4.589441415,4.580044894,4.602264,0.23577696
258,4.578632479,4.604877,4.589435065,4.580159946,4.602484,0.2359152
259,4.633333333,4.631234,4.614651451,4.580276316,4.6027045,0.23605344
260,4.664102564,4.642833,4.61378092,4.580394003,4.6029243,0.23619168
261,4.653846154,4.6396203,4.602505059,4.580513006,4.603144,0.23632992
262,4.517094017,4.639492,4.617407546,4.580633323,4.6033645,0.23646816
263,4.711965812,4.593689,4.588526396,4.580754953,4.6035843,0.2366064
264,4.722222222,4.637884,4.599007118,4.580877893,4.603804,0.23674464
265,4.664102564,4.633099,4.605527455,4.581002144,4.604024,0.23688288
266,4.725641026,4.6380854,4.605448989,4.581127702,4.6042433,0.23702112
267,4.729059829,4.632933,4.597447109,4.581254567,4.6044707,0.23715936
268,4.544444444,4.6351852,4.599221669,4.581382737,4.6047173,0.2372976
269,4.691452991,4.609762,4.590983221,4.581512211,4.604971,0.23743584
270,4.718803419,4.6428585,4.607893025,4.581642987,4.6052423,0.23757408
271,4.588888889,4.63449,4.605714519,4.581775064,4.605519,0.23771232
272,4.701709402,4.6272306,4.594465756,4.58190844,4.6058083,0.23785056
273,4.636752137,4.63781,4.594048051,4.582043115,4.606101,0.2379888
274,4.623076923,4.639176,4.607097985,4.582179086,4.606403,0.23812704
275,4.684615385,4.642775,4.610660021,4.582316353,4.6067047,0.23826528
276,4.65042735,4.6397724,4.602099371,4.582454914,4.6070075,0.23840352
277,4.711965812,4.641556,4.603385732,4.582594768,4.607311,0.23854176
278,4.568376068,4.636951,4.604682549,4.582735913,4.607614,0.23868
279,4.571794872,4.619645,4.592659132,4.582878348,4.6079183,0.23881824
280,4.626495726,4.6274314,4.600026411,4.583022072,4.6082225,0.23895648
281,4.742735043,4.648601,4.622236492,4.583167084,4.6085267,0.23909472
282,4.643589744,4.6358237,4.607397017,4.583313381,4.608831,0.23923296
283,4.588888889,4.642723,4.600808017,4.583460964,4.609135,0.2393712
284,4.623076923,4.6307673,4.594227114,4.583609831,4.6094394,0.23950944
285,4.688034188,4.6482396,4.607625042,4.58375998,4.609717,0.23964768
286,4.61965812,4.6416826,4.615667563,4.583911411,4.609987,0.23978592
287,4.715384615,4.6401196,4.607232343,4.584064122,4.610256,0.23992416
288,4.623076923,4.6394625,4.602130329,4.584218112,4.610525,0.2400624
289,4.568376068,4.640137,4.608391799,4.584373379,4.610794,0.24020064
290,4.544444444,4.624048,4.600494177,4.584529924,4.6110625,0.24033888
291,4.684615385,4.616999,4.596644825,4.584687743,4.611331,0.24047712
292,4.643589744,4.650904,4.606640614,4.584846838,4.611599,0.24061536
293,4.595726496,4.6447387,4.611050271,4.585007205,4.611867,0.2407536
294,4.715384615,4.6342673,4.61465597,4.585168845,4.6121345,0.24089184
295,4.612820513,4.6414847,4.617122612,4.585331755,4.6124024,0.24103008
296,4.602564103,4.6363597,4.618850263,4.585495936,4.61267,0.24116832
297,4.718803419,4.639113,4.612923236,4.585661386,4.612938,0.24130656
298,4.698290598,4.6418166,4.595465364,4.585828103,4.6132054,0.2414448
299,4.660683761,4.6428456,4.595781557,4.585996087,4.6134734,0.24158304
300,4.592307692,4.647565,4.596878574,4.586165337,4.6137414,0.24172128
301,4.612820513,4.631998,4.594195654,4.586335852,4.614027,0.24185952
302,4.660683761,4.6448107,4.598077147,4.58650763,4.614319,0.24199776
303,4.677777778,4.6518126,4.616299431,4.586680671,4.614628,0.242136
304,4.684615385,4.6472898,4.622260314,4.586854974,4.614938,0.24227424
305,4.575213675,4.6461515,4.610060137,4.587030538,4.615261,0.24241248
306,4.708547009,4.623781,4.597252657,4.587207362,4.6155853,0.24255072
307,4.670940171,4.646685,4.600704188,4.587385444,4.6159167,0.24268896
308,4.657264957,4.648549,4.602408761,4.587564784,4.6162047,0.2428272
309,4.732478632,4.649812,4.606398921,4.587745382,4.616464,0.24296544
310,4.592307692,4.6437016,4.599140816,4.587927235,4.616692,0.24310368
311,4.684615385,4.628709,4.596122467,4.588110344,4.6169024,0.24324192
312,4.605982906,4.6524997,4.602163048,4.588294707,4.617086,0.24338016
313,4.657264957,4.6361694,4.599501052,4.588480324,4.6172523,0.2435184
314,4.626495726,4.65447,4.601245328,4.588667193,4.617416,0.24365664
315,4.657264957,4.6458983,4.598674088,4.588855314,4.617579,0.24379488
316,4.670940171,4.653707,4.60298621,4.589044685,4.6177397,0.24393312
317,4.62991453,4.6519046,4.602859941,4.589235307,4.6178994,0.24407136
318,4.732478632,4.6465764,4.599264232,4.589427178,4.6180577,0.2442096
319,4.647008547,4.6459613,4.59931823,4.589620298,4.618216,0.24434784
320,4.688034188,4.6504602,4.602177935,4.589814665,4.618382,0.24448608
321,4.554700855,4.650427,4.610262997,4.590010279,4.6185484,0.24462432
322,4.578632479,4.623296,4.606724779,4.590207139,4.6187143,0.24476256
323,4.739316239,4.632218,4.615579067,4.590405245,4.6188807,0.2449008
324,4.701709402,4.6473575,4.622605057,4.590604595,4.619047,0.24503904
325,4.575213675,4.6493454,4.616345952,4.59080519,4.619213,0.24517728
326,4.599145299,4.6260877,4.597045431,4.591007027,4.6193795,0.24531552
327,4.643589744,4.6403446,4.599667594,4.591210107,4.6195455,0.24545376
328,4.65042735,4.6575065,4.613619907,4.591414428,4.619712,0.245592
329,4.729059829,4.655331,4.611412662,4.591619991,4.6198783,0.24573024
330,4.64017094,4.6487083,4.617448801,4.591826794,4.6200447,0.24586848
331,4.674358974,4.6499677,4.619346158,4.592034837,4.620212,0.24600672
332,4.711965812,4.656365,4.617944369,4.592244119,4.620381,0.24614496
333,4.568376068,4.65077,4.611532932,4.59245464,4.62055,0.2462832
334,4.701709402,4.627641,4.598686585,4.592666398,4.620719,0.24642144
335,4.564957265,4.6564445,4.603820817,4.592879394,4.620888,0.24655968
336,4.561538462,4.6284986,4.602412165,4.593093626,4.621057,0.24669792
337,4.766666667,4.6310115,4.604546331,4.593309094,4.6212263,0.24683616
338,4.623076923,4.6532106,4.608328456,4.593525798,4.6213956,0.2469744
339,4.664102564,4.6413937,4.606497132,4.593743737,4.6215644,0.24711264
340,4.636752137,4.6594615,4.605237133,4.59396291,4.6217337,0.24725088
341,4.732478632,4.650768,4.605936492,4.594183316,4.621903,0.24738912
342,4.599145299,4.6515927,4.620832786,4.594404956,4.622072,0.24752736
343,4.684615385,4.6318707,4.613371846,4.594627829,4.6222415,0.2476656
344,4.698290598,4.660543,4.625622357,4.594851934,4.6224103,0.24780384
345,4.582051282,4.6547356,4.618100398,4.595077271,4.6225796,0.24794208
346,4.575213675,4.631737,4.606099393,4.595303839,4.622749,0.24808032
347,4.746153846,4.6363707,4.609301792,4.595531638,4.622918,0.24821856
348,4.670940171,4.6528797,4.630658285,4.595760667,4.6230874,0.2483568
349,4.698290598,4.6590643,4.629659045,4.595990926,4.6232567,0.24849504
350,4.691452991,4.6560855,4.611716058,4.596222414,4.623426,0.24863328
351,4.633333333,4.6570435,4.622117013,4.596455131,4.623595,0.24877152
352,4.698290598,4.647893,4.616011792,4.596689077,4.6237645,0.24890976
353,4.674358974,4.657823,4.616569545,4.596924251,4.623934,0.249048
354,4.643589744,4.660413,4.630225872,4.597160653,4.6241026,0.24918624
355,4.729059829,4.653496,4.6164528,4.597398282,4.6242723,0.24932448
356,4.609401709,4.655066,4.619343193,4.597637138,4.6244416,0.24946272
357,4.554700855,4.635917,4.613294708,4.59787722,4.624611,0.24960096
358,4.616239316,4.6318955,4.604532857,4.598118529,4.6247797,0.2497392
359,4.725641026,4.6504297,4.615995411,4.598361064,4.624949,0.24987744
360,4.561538462,4.656778,4.622984429,4.598604825,4.6251183,0.25001568
361,4.605982906,4.6319294,4.610768653,4.59884981,4.625288,0.25015392
362,4.698290598,4.645261,4.621617558,4.599096021,4.625457,0.25029216
363,4.65042735,4.661844,4.623442837,4.599343457,4.625626,0.2504304
364,4.729059829,4.656304,4.611916223,4.599592116,4.6257954,0.25056864
365,4.612820513,4.65722,4.610307871,4.599842,4.6259646,0.25070688
366,4.722222222,4.6373215,4.608362898,4.600093108,4.626134,0.25084512
367,4.623076923,4.6592627,4.620357257,4.600345439,4.626303,0.25098336
368,4.664102564,4.6422987,4.619259953,4.600598994,4.6264725,0.2511216
369,4.677777778,4.6658063,4.638315098,4.600853772,4.6266418,0.25125984
370,4.718803419,4.6653867,4.63428321,4.601109773,4.626811,0.25139808
371,4.729059829,4.659502,4.625823712,4.601366996,4.62698,0.25153632
372,4.667521368,4.658654,4.629862353,4.601625442,4.6271496,0.25167456
373,4.701709402,4.6645555,4.631613641,4.601885111,4.627319,0.2518128
374,4.664102564,4.661856,4.620960384,4.602146001,4.627488,0.25195104
375,4.653846154,4.6637497,4.616379183,4.602408114,4.627657,0.25208928
